2013-05-17 01:28:08.052
antenna	 u coordinate	 v coordinate	 w coordinate
3	842.958156582	98.6232152915	-656.923305917
4	989.62628654	154.987235142	-769.835358068
5	423.77036977	381.223010463	-340.716852384
6	504.238431072	378.974768455	-404.831155922
7	228.547236944	486.802085303	-191.214043494
8	463.306761866	290.784944819	-370.287190267
9	527.376295785	785.815408615	-433.091321003
10	918.057680801	620.387983513	-734.449012004
11	257.778042772	752.96559601	-222.646513311
12	772.33270379	1443.42880348	-646.639377345
13	751.433625445	903.517699463	-615.487571936
14	1866.43955215	-72.5250501638	-1458.06179711
15	3193.86415093	-554.296002777	-2479.3622356
16	5120.00682993	-1561.25180196	-3941.23376081
17	6999.53269068	-3336.70622875	-5338.00709763
18	8439.73545841	-5904.4826763	-6322.33331563
19	11083.1503624	-6273.15114406	-8351.23117372
20	-1383.4263553	-1520.47392687	1170.96248026
21	-2486.62922709	-2958.23969753	2122.67089353
22	-4705.02137811	-4730.66031336	3927.77533668
23	-6450.37879344	-5766.13912688	5323.40788418
24	-7616.2175005	-7446.02824856	6284.48306468
25	-568.304626891	2862.94011615	347.677233893
26	-140.078662429	4617.3705468	-66.3160713707
27	-1148.00754081	6626.80568937	634.485522745
28	-2192.83076239	9117.7453594	1340.68369771
29	-2182.4997506	13953.0579715	1118.02100058
2013-05-17 01:28:53.602
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.306350852	108.418203452	-215.135206904
2	526.729377428	146.516891341	-417.995250339
3	842.94634898	98.6289620508	-656.937594286
4	989.612180753	154.993981792	-769.852132499
5	423.761995458	381.225899455	-340.724035386
6	504.228985312	378.978206027	-404.839702879
7	228.54067702	486.803643383	-191.217917403
8	463.298502874	290.788103348	-370.295043427
9	527.363597397	785.819003917	-433.100260128
10	918.041002006	620.394242241	-734.464573297
11	257.769135502	752.967353361	-222.650882673
12	772.311902412	1443.43406873	-646.652468508
13	751.417032907	903.522822245	-615.500308887
14	1866.41533155	-72.5123259444	-1458.09343378
15	3193.82590311	-554.274228995	-2479.41637252
16	5119.95066734	-1561.21689692	-3941.32054644
17	6999.46495595	-3336.65851023	-5338.12574186
18	8439.66854433	-5904.42513931	-6322.47637186
19	11083.0515706	-6273.07558591	-8351.4190366
20	-1383.39614109	-1520.48335817	1170.98592962
21	-2486.57307902	-2958.25664973	2122.71304239
22	-4704.92254911	-4730.69238913	3927.85508779
23	-6450.24924833	-5766.18310137	5323.51721951
24	-7616.06021209	-7446.08017097	6284.6121612
25	-568.318251396	2862.93624174	347.686866993
26	-140.111265042	4617.36959171	-66.3136967066
27	-1148.04196355	6626.7978628	634.504982211
28	-2192.87019642	9117.73040981	1340.72086738
29	-2182.5759232	13953.0430922	1118.05799544
2013-05-17 01:28:53.852
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.301965049	108.420046229	-215.139788664
2	526.721293291	146.520482249	-418.004178538
3	842.934541097	98.6347087297	-656.951882454
4	989.598074636	155.000728345	-769.868906691
5	423.753621006	381.22878839	-340.731218245
6	504.219539384	378.981643536	-404.848249676
7	228.534117019	486.805201419	-191.221791201
8	463.290243727	290.79126182	-370.302896447
9	527.350898833	785.822599133	-433.109199039
10	918.024322905	620.400500855	-734.480134308
11	257.760228145	752.969110651	-222.655251885
12	772.291100776	1443.43933383	-646.665559319
13	751.400440117	903.527944914	-615.513045558
14	1866.39111034	-72.4996018901	-1458.12507004
15	3193.78765422	-554.252455473	-2479.47050879
16	5119.89450304	-1561.18199226	-3941.40733112
17	6999.39721887	-3336.61079217	-5338.24438494
18	8439.60162743	-5904.36760278	-6322.61942695
19	11082.9527752	-6273.00002843	-8351.60689779
20	-1383.36592642	-1520.49278926	1171.00937846
21	-2486.51693011	-2958.27360155	2122.75519029
22	-4704.82371853	-4730.72446422	3927.93483722
23	-6450.11970108	-5766.22707499	5323.62655264
24	-7615.90292114	-7446.13209232	6284.74125505
25	-568.331875712	2862.93236723	347.696500324
26	-140.143867608	4617.3686364	-66.3113214899
27	-1148.07638592	6626.790036	634.52444226
28	-2192.90962971	9117.71545996	1340.75803771
29	-2182.65209507	13953.0282124	1118.0949916
2013-05-17 01:28:54.103
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.297579156	108.421888976	-215.144370351
2	526.713208978	146.524073102	-418.013106601
3	842.922732932	98.6404553281	-656.966170423
4	989.583968188	155.007474803	-769.885680644
5	423.745246412	381.231677268	-340.738400963
6	504.210093288	378.98508098	-404.856796314
7	228.527556941	486.806759409	-191.225664888
8	463.281984425	290.794420236	-370.310749327
9	527.338200093	785.826194262	-433.118137734
10	918.007643497	620.406759356	-734.495695036
11	257.751320702	752.97086788	-222.659620945
12	772.270298882	1443.44459879	-646.678649777
13	751.383847077	903.533067469	-615.525781947
14	1866.3668885	-72.4868780009	-1458.15670589
15	3193.74940427	-554.230682212	-2479.5246444
16	5119.83833703	-1561.14708798	-3941.49411485
17	6999.32947946	-3336.56307457	-5338.36302687
18	8439.53470771	-5904.3100667	-6322.76248092
19	11082.853976	-6272.92447163	-8351.79475732
20	-1383.33571128	-1520.50222014	1171.0328268
21	-2486.46078038	-2958.29055299	2122.79733725
22	-4704.72488639	-4730.75653864	3928.01458497
23	-6449.99015167	-5766.27104772	5323.73588358
24	-7615.74562766	-7446.18401259	6284.87034623
25	-568.345499838	2862.92849262	347.706133886
26	-140.176470128	4617.36768087	-66.3089457205
27	-1148.1108079	6626.78220897	634.543902893
28	-2192.94906226	9117.70050984	1340.79520872
29	-2182.72826621	13953.0133321	1118.13198905
2013-05-17 01:28:54.362
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.29304193	108.423795234	-215.149109948
2	526.70484571	146.527787719	-418.022342383
3	842.910517293	98.6464000004	-656.980950869
4	989.569374964	155.014453795	-769.903032757
5	423.73658289	381.234665702	-340.745831211
6	504.200321287	378.988636889	-404.865637494
7	228.520770574	486.808371077	-191.229672033
8	463.273440157	290.797687503	-370.318872848
9	527.32506328	785.82991327	-433.127384434
10	917.990388615	620.413233547	-734.511792043
11	257.742106016	752.97268564	-222.664140505
12	772.248779411	1443.45004516	-646.69219126
13	751.366681599	903.538366546	-615.538957226
14	1866.34183077	-72.4737155307	-1458.1894322
15	3193.70983424	-554.208158424	-2479.58064609
16	5119.78023246	-1561.11098051	-3941.58389012
17	6999.25940175	-3336.51371202	-5338.4857587
18	8439.46547746	-5904.25054709	-6322.91046658
19	11082.7517661	-6272.84631012	-8351.98909299
20	-1383.30445376	-1520.51197601	1171.05708316
21	-2486.40269357	-2958.30808856	2122.84093654
22	-4704.62264459	-4730.78971837	3928.09708089
23	-6449.85613277	-5766.31653583	5323.84898225
24	-7615.58290758	-7446.23772208	6285.00388603
25	-568.359593562	2862.92448431	347.716099882
26	-140.210196823	4617.36669216	-66.3064874465
27	-1148.14641644	6626.77411179	634.564035197
28	-2192.98985379	9117.68504392	1340.83366219
29	-2182.80706318	13952.9979381	1118.17026363
2013-05-17 01:28:54.612
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.288655853	108.42563792	-215.153691483
2	526.69676104	146.531378459	-418.031270167
3	842.898708555	98.652146435	-656.99523843
4	989.555267844	155.021200057	-769.919806223
5	423.728208008	381.237554464	-340.75301364
6	504.190874848	378.992074202	-404.874183806
7	228.514210342	486.809928976	-191.233545493
8	463.265180541	290.800845805	-370.326725443
9	527.312364182	785.833508223	-433.136322691
10	917.973708584	620.419491816	-734.527352196
11	257.733198398	752.974442746	-222.668509258
12	772.227976993	1443.45530983	-646.705281001
13	751.350088049	903.543488871	-615.551693043
14	1866.31760767	-72.4609919775	-1458.22106721
15	3193.67158212	-554.186385694	-2479.63478039
16	5119.72406298	-1561.07607701	-3941.67067191
17	6999.19165759	-3336.46599536	-5338.60439829
18	8439.39855201	-5904.19301194	-6323.05351824
19	11082.6529594	-6272.77075469	-8352.17694911
20	-1383.27423769	-1520.52140647	1171.08053045
21	-2486.34654215	-2958.32503922	2122.88308156
22	-4704.52380925	-4730.82179142	3928.17682523
23	-6449.72657899	-5766.36050676	5323.95830872
24	-7615.42560892	-7446.28964017	6285.13297179
25	-568.373217302	2862.92060952	347.725733914
26	-140.242799248	4617.36573617	-66.3041105528
27	-1148.18083765	6626.76628427	634.583497017
28	-2193.02928486	9117.67009325	1340.87083455
29	-2182.88323284	13952.9830567	1118.2072637
2013-05-17 01:28:54.863
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.284269686	108.427480577	-215.158272944
2	526.688676193	146.534969145	-418.040197813
3	842.886899537	98.6578927891	-657.009525791
4	989.541160394	155.027946223	-769.93657945
5	423.719832984	381.240443168	-340.760195927
6	504.181428241	378.995511451	-404.882729957
7	228.507650033	486.811486831	-191.237418842
8	463.25692077	290.80400405	-370.334577898
9	527.299664908	785.83710309	-433.145260733
10	917.957028246	620.425749971	-734.542912066
11	257.724290694	752.976199791	-222.67287786
12	772.207174317	1443.46057436	-646.718370389
13	751.333494247	903.548611084	-615.564428578
14	1866.29338394	-72.4482685894	-1458.25270182
15	3193.63332893	-554.164613224	-2479.68891404
16	5119.66789178	-1561.04117389	-3941.75745274
17	6999.12391109	-3336.41827916	-5338.72303674
18	8439.33162375	-5904.13547725	-6323.19656876
19	11082.554149	-6272.69519993	-8352.36480355
20	-1383.24402116	-1520.53083673	1171.10397723
21	-2486.2903899	-2958.34198949	2122.92522563
22	-4704.42497234	-4730.8538638	3928.2565679
23	-6449.59702305	-5766.40447681	5324.06763299
24	-7615.26830772	-7446.34155719	6285.26205488
25	-568.386840852	2862.91673464	347.735368177
26	-140.275401626	4617.36477997	-66.3017331065
27	-1148.21525847	6626.75845652	634.60295942
28	-2193.0687152	9117.65514232	1340.90800759
29	-2182.95940177	13952.9681748	1118.24426507
2013-05-17 01:28:55.114
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.279883429	108.429323203	-215.16285433
2	526.680591171	146.538559775	-418.049125322
3	842.875090237	98.6636390627	-657.023812951
4	989.527052614	155.034692292	-769.953352438
5	423.71145782	381.243331816	-340.767378072
6	504.171981465	378.998948635	-404.891275948
7	228.501089648	486.813044642	-191.24129208
8	463.248660845	290.807162239	-370.342430213
9	527.286965458	785.84069787	-433.15419856
10	917.940347602	620.432008013	-734.558471654
11	257.715382905	752.977956775	-222.677246312
12	772.186371383	1443.46583875	-646.731459425
13	751.316900195	903.553733183	-615.577163833
14	1866.26915958	-72.4355453665	-1458.28433601
15	3193.59507468	-554.142841015	-2479.74304704
16	5119.61171888	-1561.00627115	-3941.84423263
17	6999.05616225	-3336.37056343	-5338.84167404
18	8439.26469267	-5904.07794301	-6323.33961815
19	11082.4553349	-6272.61964584	-8352.55265632
20	-1383.21380416	-1520.54026678	1171.1274235
21	-2486.23423682	-2958.35893939	2122.96736874
22	-4704.32613386	-4730.8859355	3928.3363089
23	-6449.46746495	-5766.44844598	5324.17695508
24	-7615.11100397	-7446.39347314	6285.39113531
25	-568.400464213	2862.91285966	347.74500267
26	-140.308003957	4617.36382354	-66.2993551075
27	-1148.2496789	6626.75062854	634.622422407
28	-2193.1081448	9117.64019111	1340.94518129
29	-2183.03556997	13952.9532924	1118.28126772
2013-05-17 01:28:55.364
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.275494681	108.431166808	-215.167438149
2	526.672501548	146.542152315	-418.058057581
3	842.863274191	98.6693884009	-657.038107732
4	989.512936781	155.041441958	-769.970134368
5	423.703077929	381.246221987	-340.774564006
6	504.162529351	379.002387636	-404.899826457
7	228.494525596	486.81460326	-191.245167327
8	463.240396244	290.8103221	-370.350286686
9	527.274258881	785.844294531	-433.163141063
10	917.923657521	620.438269366	-734.574039474
11	257.706470153	752.97971466	-222.681617003
12	772.165556805	1443.47110588	-646.744555272
13	751.300296809	903.558857973	-615.589905776
14	1866.24492135	-72.4228153449	-1458.31598711
15	3193.55679842	-554.121057151	-2479.79720902
16	5119.55551352	-1560.9713497	-3941.93105906
17	6998.98837399	-3336.32282204	-5338.96037512
18	8439.19772214	-5904.02037774	-6323.48274469
19	11082.3564631	-6272.54405107	-8352.74061023
20	-1383.18357016	-1520.54970179	1171.15088209
21	-2486.17805217	-2958.37589818	2123.00953397
22	-4704.22723971	-4730.91802408	3928.41609186
23	-6449.33783379	-5766.49243833	5324.28633479
24	-7614.95361158	-7446.44541642	6285.52028372
25	-568.41409484	2862.90898247	347.754642668
26	-140.340624085	4617.36286637	-66.2969752539
27	-1148.28411779	6626.74279604	634.641896631
28	-2193.14759526	9117.62523145	1340.98237601
29	-2183.11177914	13952.9384013	1118.31829192
2013-05-17 01:28:55.615
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.271108243	108.433009375	-215.172019387
2	526.664416174	146.545742835	-418.066984816
3	842.851464329	98.6751345134	-657.052394492
4	989.49882834	155.048187835	-769.986906877
5	423.694702482	381.24911052	-340.781745867
6	504.153082239	379.005824691	-404.908372128
7	228.487965058	486.81616098	-191.249040342
8	463.232136009	290.813480176	-370.358138721
9	527.261559078	785.847889137	-433.172078459
10	917.906976264	620.44452718	-734.589598496
11	257.697562191	752.981471523	-222.685985153
12	772.144753356	1443.47636999	-646.757643602
13	751.283702256	903.563979846	-615.602640468
14	1866.22069575	-72.4100924523	-1458.34762048
15	3193.51854204	-554.099285464	-2479.85134073
16	5119.4993372	-1560.93644773	-3942.01783704
17	6998.92062048	-3336.27510723	-5339.07901012
18	8439.13078542	-5903.96284441	-6323.62579181
19	11082.2576416	-6272.46849833	-8352.92845964
20	-1383.15335225	-1520.55913143	1171.17432733
21	-2486.12189742	-2958.3928473	2123.05167518
22	-4704.12839809	-4730.95009444	3928.49582951
23	-6449.20827139	-5766.53640574	5324.39565248
24	-7614.79630276	-7446.49733022	6285.64935881
25	-568.427717821	2862.9051073	347.764277624
26	-140.373226323	4617.36190949	-66.2945961494
27	-1148.31853746	6626.73496759	634.661360786
28	-2193.1870234	9117.61027971	1341.01955105
29	-2183.18794588	13952.9235179	1118.35529716
2013-05-17 01:28:55.865
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.266721715	108.434851911	-215.17660055
2	526.656330624	146.5493333	-418.075911915
3	842.839654184	98.6808805455	-657.066681052
4	989.484719569	155.054933616	-770.003679148
5	423.686326892	381.251998997	-340.788927587
6	504.143634958	379.009261682	-404.916917639
7	228.481404444	486.817718656	-191.252913247
8	463.22387562	290.816638195	-370.365990616
9	527.2488591	785.851483657	-433.18101564
10	917.8902947	620.45078488	-734.605157235
11	257.688654143	752.983228325	-222.690353151
12	772.123949649	1443.48163395	-646.77073158
13	751.267107451	903.569101605	-615.615374878
14	1866.19646953	-72.397369725	-1458.37925344
15	3193.48028459	-554.077514037	-2479.90547179
16	5119.44315917	-1560.90154615	-3942.10461407
17	6998.85286464	-3336.22739288	-5339.19764398
18	8439.06384589	-5903.90531154	-6323.76883779
19	11082.1588164	-6272.39294627	-8353.11630738
20	-1383.12313386	-1520.56856086	1171.19777206
21	-2486.06574185	-2958.40979605	2123.09381543
22	-4704.0295549	-4730.98216412	3928.57556548
23	-6449.07870684	-5766.58037225	5324.50496797
24	-7614.63899138	-7446.54924295	6285.77843124
25	-568.441340613	2862.90123205	347.77391281
26	-140.405828513	4617.3609524	-66.2922164923
27	-1148.35295675	6626.7271389	634.680825523
28	-2193.22645081	9117.5953277	1341.05672675
29	-2183.2641119	13952.9086339	1118.39230369
2013-05-17 01:28:56.116
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.262335097	108.436694418	-215.181181639
2	526.648244898	146.55292371	-418.084838876
3	842.827843759	98.686626497	-657.080967412
4	989.470610467	155.0616793	-770.020451179
5	423.677951162	381.254887416	-340.796109164
6	504.13418751	379.012698609	-404.925462989
7	228.474843754	486.819276288	-191.25678604
8	463.215615076	290.819796159	-370.373842371
9	527.236158946	785.855078091	-433.189952606
10	917.873612831	620.457042467	-734.620715691
11	257.67974601	752.984985067	-222.694720999
12	772.103145685	1443.48689777	-646.783819205
13	751.250512396	903.574223252	-615.628109007
14	1866.17224269	-72.3846471628	-1458.41088599
15	3193.44202607	-554.055742872	-2479.9596022
16	5119.38697943	-1560.86664495	-3942.19139015
17	6998.78510646	-3336.17967899	-5339.31627668
18	8438.99690354	-5903.84777913	-6323.91188264
19	11082.0599875	-6272.31739488	-8353.30415345
20	-1383.09291502	-1520.57799009	1171.22121628
21	-2486.00958545	-2958.42674441	2123.13595474
22	-4703.93071014	-4731.01423313	3928.65529977
23	-6448.94914013	-5766.62433789	5324.61428127
24	-7614.48167747	-7446.6011546	6285.907501
25	-568.454963214	2862.8973567	347.783548227
26	-140.438430656	4617.35999508	-66.2898362826
27	-1148.38737565	6626.71930998	634.700290844
28	-2193.26587748	9117.58037542	1341.09390313
29	-2183.34027718	13952.8937494	1118.42931152
2013-05-17 01:28:56.375
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.257797121	108.438600428	-215.185920618
2	526.63988017	146.556637869	-418.094073519
3	842.815625781	98.6925705	-657.095746194
4	989.456014497	155.068657494	-770.037801305
5	423.669286464	381.257875375	-340.803538232
6	504.12441411	379.016253983	-404.934302839
7	228.468056753	486.820887583	-191.26079226
8	463.207069522	290.823062958	-370.381964728
9	527.22302067	785.858796379	-433.199197516
10	917.856355401	620.463515713	-734.636810348
11	257.670530608	752.986802321	-222.699239303
12	772.081624071	1443.49234296	-646.797357756
13	751.233344833	903.579521388	-615.641281948
14	1866.14717978	-72.3714860653	-1458.44360889
15	3193.40244717	-554.033221251	-2480.01559849
16	5119.32886066	-1560.83054066	-3942.2811575
17	6998.71500933	-3336.13032028	-5339.43899896
18	8438.92764987	-5903.78826332	-6324.05985888
19	11081.9577468	-6272.23923897	-8353.4984752
20	-1383.06165366	-1520.58774425	1171.24546838
21	-2485.95149175	-2958.4442768	2123.17954612
22	-4703.82845529	-4731.04740725	3928.73778176
23	-6448.81510334	-5766.66981865	5324.72736167
24	-7614.31893627	-7446.65485519	6286.04101863
25	-568.469055361	2862.89334762	347.793516143
26	-140.472156962	4617.35900452	-66.2873734152
27	-1148.42298101	6626.71121085	634.720427997
28	-2193.30666293	9117.56490726	1341.13236215
29	-2183.41906809	13952.8783512	1118.46759683
2013-05-17 01:28:56.626
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.25341032	108.440442874	-215.190501556
2	526.631794086	146.560228166	-418.103000201
3	842.803814783	98.6983162877	-657.110032147
4	989.441904724	155.075402982	-770.054572849
5	423.660910446	381.260763678	-340.81071952
6	504.114966319	379.019690778	-404.942847864
7	228.461495908	486.822445124	-191.264664827
8	463.198808664	290.826220807	-370.389816198
9	527.210320158	785.862390637	-433.208134044
10	917.839672908	620.469773068	-734.652368229
11	257.661622299	752.988558939	-222.703606843
12	772.060819582	1443.49760649	-646.810444663
13	751.216749268	903.584642805	-615.654015505
14	1866.12295167	-72.3587638391	-1458.4752406
15	3193.36418649	-554.011450617	-2480.06972758
16	5119.27267744	-1560.79564024	-3942.36793164
17	6998.64724639	-3336.08260734	-5339.55762933
18	8438.86070179	-5903.73073184	-6324.20290142
19	11081.8589104	-6272.16368895	-8353.68631786
20	-1383.03143388	-1520.59717306	1171.26891156
21	-2485.89533366	-2958.46122438	2123.22168349
22	-4703.72960734	-4731.07947489	3928.81751264
23	-6448.68553226	-5766.71378249	5324.8366705
24	-7614.16161718	-7446.70676466	6286.17008297
25	-568.482677577	2862.88947208	347.803152031
26	-140.50475901	4617.35804675	-66.2849920812
27	-1148.45739913	6626.70338145	634.739894505
28	-2193.34608811	9117.54995444	1341.16953989
29	-2183.4952319	13952.8634656	1118.50460728
2013-05-17 01:28:56.876
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.249023428	108.44228529	-215.195082419
2	526.623707827	146.563818409	-418.111926746
3	842.792003504	98.7040619948	-657.1243179
4	989.42779462	155.082148375	-770.071344155
5	423.652534286	381.263651924	-340.817900666
6	504.10551836	379.023127509	-404.951392728
7	228.454934986	486.824002619	-191.268537283
8	463.190547651	290.8293786	-370.397667528
9	527.19761947	785.865984807	-433.217070356
10	917.822990109	620.476030309	-734.667925827
11	257.652713904	752.990315496	-222.707974232
12	772.040014835	1443.50286988	-646.823531218
13	751.200153451	903.589764108	-615.66674878
14	1866.09872293	-72.3460417781	-1458.50687191
15	3193.32592474	-553.989680243	-2480.12385602
16	5119.21649251	-1560.7607402	-3942.45470483
17	6998.57948112	-3336.03489485	-5339.67625855
18	8438.79375089	-5903.67320081	-6324.34594282
19	11081.7600703	-6272.0881396	-8353.87415884
20	-1383.00121364	-1520.60660166	1171.29235422
21	-2485.83917474	-2958.47817158	2123.26381991
22	-4703.63075781	-4731.11154185	3928.89724185
23	-6448.55595902	-5766.75774545	5324.94597713
24	-7614.00429556	-7446.75867306	6286.29914463
25	-568.496299603	2862.88559645	347.812788149
26	-140.537361012	4617.35708876	-66.2826101945
27	-1148.49181687	6626.69555182	634.759361596
28	-2193.38551257	9117.53500134	1341.20671829
29	-2183.57139497	13952.8485795	1118.54161901
2013-05-17 01:28:57.127
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.244636446	108.444127676	-215.199663208
2	526.615621393	146.567408596	-418.120853155
3	842.780191944	98.7098076215	-657.138603452
4	989.413684186	155.088893672	-770.088115221
5	423.644157985	381.266540112	-340.825081671
6	504.096070232	379.026564176	-404.959937433
7	228.448373988	486.82556007	-191.272409627
8	463.182286483	290.832536336	-370.405518718
9	527.184918606	785.869578892	-433.226006453
10	917.806307003	620.482287437	-734.683483143
11	257.643805423	752.992071993	-222.71234147
12	772.019209831	1443.50813313	-646.836617421
13	751.183557384	903.594885298	-615.679481774
14	1866.07449358	-72.3333198823	-1458.5385028
15	3193.28766192	-553.96791013	-2480.17798381
16	5119.16030588	-1560.72584054	-3942.54147706
17	6998.51171351	-3335.98718283	-5339.79488662
18	8438.72679718	-5903.61567024	-6324.48898309
19	11081.6612265	-6272.01259093	-8354.06199815
20	-1382.97099293	-1520.61603006	1171.31579637
21	-2485.78301498	-2958.4951184	2123.30595537
22	-4703.53190671	-4731.14360814	3928.97696939
23	-6448.42638363	-5766.80170752	5325.05528156
24	-7613.84697139	-7446.81058039	6286.42820364
25	-568.509921439	2862.88172072	347.822424497
26	-140.569962966	4617.35613055	-66.2802277553
27	-1148.52623423	6626.68772195	634.778829271
28	-2193.42493629	9117.52004798	1341.24389736
29	-2183.64755732	13952.833693	1118.57863204
2013-05-17 01:28:57.377
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.240249373	108.445970032	-215.204243923
2	526.607534782	146.570998728	-418.129779426
3	842.768380102	98.7155531676	-657.152888804
4	989.399573422	155.095638872	-770.104886049
5	423.635781543	381.269428244	-340.832262533
6	504.086621936	379.030000778	-404.968481977
7	228.441812914	486.827117476	-191.27628186
8	463.17402516	290.835694016	-370.413369768
9	527.172217565	785.873172889	-433.234942335
10	917.789623591	620.488544451	-734.699040175
11	257.634896857	752.993828428	-222.716708557
12	771.998404569	1443.51339624	-646.84970327
13	751.166961066	903.600006376	-615.692214487
14	1866.0502636	-72.3205981517	-1458.57013328
15	3193.24939804	-553.946140278	-2480.23211095
16	5119.10411754	-1560.69094127	-3942.62824835
17	6998.44394357	-3335.93947127	-5339.91351354
18	8438.65984065	-5903.55814012	-6324.63202222
19	11081.562379	-6271.93704293	-8354.24983578
20	-1382.94077177	-1520.62545825	1171.33923801
21	-2485.7268544	-2958.51206483	2123.34808989
22	-4703.43305405	-4731.17567376	3929.05669524
23	-6448.29680608	-5766.8456687	5325.1645838
24	-7613.68964468	-7446.86248664	6286.55725997
25	-568.523543085	2862.8778449	347.832061077
26	-140.602564873	4617.35517211	-66.2778447634
27	-1148.5606512	6626.67989184	634.798297529
28	-2193.46435928	9117.50509434	1341.2810771
29	-2183.72371894	13952.8188059	1118.61564637
2013-05-17 01:28:57.628
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.23585981	108.447813367	-215.20882707
2	526.599443569	146.57459077	-418.138710445
3	842.756561514	98.7213017779	-657.167181774
4	989.385454603	155.102387668	-770.121665816
5	423.627400374	381.272317899	-340.839447183
6	504.077168301	379.033439197	-404.977031038
7	228.435248172	486.82867569	-191.280156102
8	463.165759161	290.838853368	-370.421224975
9	527.159509397	785.876768767	-433.243882892
10	917.77293074	620.494804776	-734.71460544
11	257.625983327	752.995585764	-222.721077884
12	771.977587661	1443.51866209	-646.862795929
13	751.150355414	903.605130142	-615.704953888
14	1866.02601973	-72.3078696232	-1458.60178067
15	3193.21111214	-553.924358771	-2480.28626708
16	5119.04789673	-1560.65602327	-3942.71506617
17	6998.37613419	-3335.89173405	-5340.03220424
18	8438.59284465	-5903.50057898	-6324.77513851
19	11081.4634737	-6271.86145425	-8354.43777454
20	-1382.91053359	-1520.63489139	1171.36269197
21	-2485.67066226	-2958.52902016	2123.39024651
22	-4703.33414571	-4731.20775625	3929.13646306
23	-6448.16715546	-5766.88965307	5325.27394367
24	-7613.53222932	-7446.91442023	6286.68638427
25	-568.537171997	2862.87396687	347.841703163
26	-140.635184578	4617.35421293	-66.2754599142
27	-1148.59508662	6626.67205722	634.817777027
28	-2193.50380311	9117.49013226	1341.31827786
29	-2183.79992151	13952.8039101	1118.65268224
2013-05-17 01:28:57.878
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.231472557	108.449655663	-215.213407636
2	526.591356607	146.578180792	-418.147636442
3	842.744749109	98.7270471629	-657.181466726
4	989.371343178	155.109132676	-770.138436165
5	423.619023649	381.275205916	-340.846627762
6	504.067719668	379.036875671	-404.985575262
7	228.428686946	486.830233007	-191.284028113
8	463.15749753	290.842010935	-370.429075745
9	527.146808005	785.880362592	-433.252818344
10	917.756246715	620.501061563	-734.730161907
11	257.617074589	752.997342079	-222.725444669
12	771.956781883	1443.52392491	-646.875881073
13	751.133758595	903.610250993	-615.717686038
14	1866.00178851	-72.295148223	-1458.63341033
15	3193.17284613	-553.902589441	-2480.34039292
16	5118.99170497	-1560.62112477	-3942.80183555
17	6998.30835958	-3335.84402342	-5340.15082886
18	8438.52588249	-5903.44304977	-6324.91817538
19	11081.3646188	-6271.7859076	-8354.62560882
20	-1382.8803115	-1520.64431917	1171.38613259
21	-2485.61450002	-2958.54596583	2123.43237912
22	-4703.2352899	-4731.23982051	3929.21618557
23	-6448.03757362	-5766.93361249	5325.38324151
24	-7613.37489753	-7446.96632434	6286.81543527
25	-568.550793264	2862.87009087	347.851340204
26	-140.667786392	4617.35325405	-66.2730758168
27	-1148.62950283	6626.66422665	634.837246452
28	-2193.54322464	9117.47517809	1341.35545894
29	-2183.87608167	13952.7890219	1118.68969914
2013-05-17 01:28:58.129
antenna	 u coordinate	 v coordinate	 w coordinate
0	0.0	0.0	0.0
1	270.227085214	108.45149793	-215.217988127
2	526.583269469	146.581770759	-418.156562302
3	842.732936423	98.7327924674	-657.195751477
4	989.357231423	155.115877588	-770.155206274
5	423.610646782	381.278093876	-340.853808198
6	504.058270867	379.04031208	-404.994119326
7	228.422125643	486.831790279	-191.287900012
8	463.149235743	290.845168446	-370.436926375
9	527.134106437	785.88395633	-433.261753579
10	917.739562384	620.507318235	-734.745718091
11	257.608165764	752.999098332	-222.729811303
12	771.935975848	1443.52918759	-646.888965865
13	751.117161524	903.615371731	-615.730417907
14	1865.97755666	-72.2824269881	-1458.66503958
15	3193.13457905	-553.880820371	-2480.39451812
